Cluster,Distance,Y_name,SGDID,GENE,Chromsome,Start,End,Introns,Exons,Description,
4,0.52,YNR036C,S0005319,,XIV,694821,694360,0,1-462,,
4,0.66,YNR067C,S0005350,,XIV,759096,755743,0,Jan-54,,
4,0.57,YOL038W,S0005398,PRE6,XV,255335,256099,0,1-765,alpha-type of subunit of 20S proteasome,
4,0.94,YOL046C,S0005406,,XV,244138,243464,0,1-675,,
4,0.63,YOL049W,S0005409,GSH2,XV,238617,240092,0,1-1476,Glutathione Synthetase,
4,0.77,YOL050C,S0005410,,XV,238200,237880,0,1-321,,
4,0.56,YOL059W,S0005420,GPD2,XV,217125,218447,0,1-1323,Glycerol-3-phosphate dehydrogenase (NAD+),
4,0.43,YOL064C,S0005425,MET22,XV,207175,206102,0,1-1074,3'(2')5'-bisphosphate nucleotidase,
4,0.58,YOL119C,S0005479,,XV,96360,94855,0,1-1506,,
4,0.73,YOL126C,S0005486,MDH2,XV,83057,81786,0,1-1272,cytosolic malate dehydrogenase,
4,0.71,YOL143C,S0005503,RIB4,XV,55102,54593,0,1-510,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase)",
4,0.58,YOL145C,S0005505,CTR9,XV,52786,49553,0,Jan-34,CTR9 is required for normal CLN1 and CLN2 G1 cyclin expression,
4,0.47,YOL150C,S0005510,,XV,44782,44471,0,1-312,,
4,0.49,YOL158C,S0005518,,XV,21310,19490,0,1-1821,,
4,0.59,YOR032C,S0005558,HMS1,XV,391074,389770,0,1-1305,myc-family transcription factor homolog,
4,0.52,YOR036W,S0005562,pep12,XV,400347,401213,0,1-867,integral membrane protein\; c-terminal TMD\; located in endosome,
4,0.48,YOR065W,S0005591,CYT1,XV,447440,448369,0,1-930,Cytochrome c1,
4,0.54,YOR153W,S0005679,pdr5,XV,619838,624373,0,Jan-36,multidrug resistance transporter,
4,0.52,YOR203W,S0005729,,XV,722563,722916,0,1-354,,
4,0.62,YOR273C,S0005799,,XV,836426,834447,0,Jan-80,,
4,0.6,YOR313C,S0005840,SPS4,XV,902865,901849,0,1-1017,,
4,0.6,YOR314W,S0005841,,XV,903034,903363,0,1-330,,
4,0.44,YPL004C,S0005925,,XVI,551652,550627,0,1-1026,,
4,0.56,YPL005W,S0005926,,XVI,548481,550301,0,1-1821,,
4,0.52,YPL031C,S0005952,pho85,XVI,493033,492014,1,"1-17, 120-1020","negative transcriptional regulator, protein kinase homolog",
4,0.71,YPL061W,S0005982,ALD6,XVI,432583,434085,0,1-1503,cytosolic aldehyde dehydrogenase,
4,0.59,YPL250C,S0006171,,XVI,74719,74309,0,1-411,,
4,0.72,YPL269W,S0006190,KAR9,XVI,33013,34947,0,Jan-35,,
4,0.55,YPR014C,S0006218,,XVI,587513,587184,0,1-330,,
4,0.61,YPR065W,S0006269,ROX1,XVI,679688,680794,0,1-1107,"site-specific DNA binding protein, repressor",
4,0.46,YPR149W,S0006353,NCE102,XVI,829913,830434,0,1-522,involved in secretion of proteins that lack classical secretory signal sequences,
4,0.47,YPR194C,S0006398,,XVI,926932,924299,0,Jan-34,,
5,0.53,YAL018C,S0000016,,I,119545,118568,0,1-978,,
5,0.53,YAL030W,S0000028,SNC1,I,87293,87759,1,"1-102, 216-467","homolog of Snc2p, vesicle-associated membrane protein (synaptobrevin) homolog, forms a complex with Snc2p and Sec9p",
5,0.54,YAL039C,S0000037,cyc3,I,69532,68723,0,1-810,cytochrome c heme lyase (CCHL),
5,0.7,YAL063C,S0000059,,I,27969,24001,0,Jan-69,,
5,0.3,YBL064c,S0000160,,II,101114,100329,0,1-786,,
5,0.58,YBR006w,S0000210,,II,246968,248275,0,1-1308,,
5,0.6,YBR026c,S0000230,MRF1',II,293975,292833,0,1-1143,Nuclear protein that binds to T-rich strand of core consensus sequence of autonomously replicating sequence,
5,0.49,YBR046c,S0000250,ZTA1,II,331467,330463,0,1-1005,,
5,0.36,YBR116c,S0000320,,II,474680,474153,0,1-528,,
5,0.53,YBR137w,S0000341,,II,512998,513537,0,1-540,,
5,0.25,YBR169c,S0000373,SSE2,II,575950,573869,0,Jan-82,"HSP70 family member, highly homologous to Sse1p",
5,0.55,YBR201w,S0000405,DER1,II,623742,624167,0,1-426,,
5,0.56,YBR230c,S0000434,,II,680005,679504,1,"1-11, 109-502",,
5,0.62,YCL027w,S0000532,FUS1,III,71768,73306,0,1-1539,"MAP kinase involved in pheromone signal transduction, G(sub)1 arrest",
5,0.42,YCL033c,S0000538,,III,63248,62742,0,1-507,,
5,0.45,YCL042w,S0000547,,III,50559,50915,0,1-357,,
5,0.4,YCL047c,S0000552,,III,44412,43636,0,1-777,,
5,0.61,YCL048w,S0000553,,III,42140,43531,0,1-1392,,
5,0.79,YCL073c,S0000575,,III,8317,6470,0,1-1848,,
5,0.45,YCR021c,S0000615,HSP30,III,156818,155820,0,1-999,,
5,0.4,YDL021W,S0002179,GPM2,IV,413994,414929,0,1-936,,
5,0.47,YDL022w,S0002180,GPD1,IV,411866,413041,0,1-1176,glycerol-3-phosphate dehydrogenase,
5,0.45,YDL057w,S0002215,,IV,351433,352419,0,1-987,,
5,0.34,YDL124w,S0002282,,IV,240258,241196,0,1-939,,
5,0.4,YDL169C,S0002328,UGX2,IV,158736,158065,0,1-672,,
5,0.37,YDL174C,S0002333,DLD1,IV,147590,145827,0,1-1764,mitochondrial enzyme D-lactate ferricytochrome c oxidoreductase,
5,0.41,YDR058c,S0002465,TGL2,IV,568743,567763,0,1-981,TriGlyceride Lipase,
5,0.59,YDR070c,S0002477,,IV,588419,588138,0,1-282,,
5,0.31,YDR171w,S0002578,HSP42,IV,806659,807786,0,1-1128,Similar to HSP26\; expression is regulated by stress conditions,
5,0.38,YDR204W,S0002612,COQ4,IV,858174,859181,0,1-1008,Involved in ubiquinone biosynthesis,
5,0.29,YDR214W,S0002622,,IV,892912,893964,0,1-1053,,
5,0.22,YDR258c,S0002666,HSP78,IV,974279,971844,0,Jan-36,Mitochondrial heat shock protein 78 kDa,
5,0.62,YDR286C,S0002694,,IV,1035611,1035267,0,1-345,,
5,0.86,YDR357C,S0002765,,IV,1189601,1189233,0,1-369,,
5,0.59,YDR391C,S0002799,,IV,1258090,1257392,0,1-699,,
5,0.45,YDR511W,S0002919,,IV,1470065,1470466,0,1-402,,
5,0.44,YEL004w,S0000730,YEA4,V,146950,147978,0,1-1029,,
5,0.39,YEL005c,S0000731,,V,146754,145906,0,1-849,,
5,0.58,YEL062w,S0000788,NPR2,V,34380,36254,0,1-1875,"Non-membrane-embedded, PEST sequence-containing protein",
5,0.43,YER054c,S0000856,GIP2,V,263697,262051,0,1-1647,"Glc7-interacting protein\; shares homology with PIG2\; contains conserved 25 residue motif, called the GVNK motif, also found in GAC1, PIG1, PIG2, and RGI, the mammalian type 1 phosphatase targeting subunit.",
5,0.64,YER062c,S0000864,HOR2,V,280680,279928,0,1-753,DL-glycerol-3-phosphatase,
5,0.41,YER103w,S0000905,SSA4,V,364585,366513,0,29-Jan,member of 70 kDa heat shock protein family,
5,0.34,YER121w,S0000923,,V,402371,402715,0,1-345,,
5,0.41,YER142c,S0000944,MAG1,V,456032,455142,0,1-891,3-methyladenine DNA glycosylase,
5,0.32,YER150w,S0000952,,V,468366,468812,0,1-447,,
5,0.35,YFL030W,S0001864,,VI,76829,77986,0,1-1158,,
5,0.46,YFL044C,S0001850,,VI,45560,44655,0,1-906,,
5,0.58,YFR053C,S0001949,hxk1,VI,255037,253580,0,1-1458,Hexokinase I (PI) (also called Hexokinase A),
5,0.45,YGL037C,S0003005,,VII,427944,427294,0,1-651,,
5,0.54,YGL062W,S0003030,PYC1,VII,385194,388730,0,Jan-37,pyruvate carboxylase,
5,0.81,YGL127C,S0003095,SOH1,VII,270779,270396,0,1-384,"SOH1 encodes a novel 14-kD protein with limited sequence similarity to RNA polymerases. The Soh1 protein interacts with a DNA repair protein, Rad5p, in a two-hybrid system assay.",
5,0.57,YGL129C,S0003097,,VII,269192,267726,0,1-1467,,
5,0.52,YGL156W,S0003124,ams1,VII,210419,213670,0,Jan-52,vacuolar alpha mannosidase,
5,0.53,YGL236C,S0003205,,VII,55795,53756,0,Jan-40,,
5,0.57,YGL249W,S0003218,ZIP2,VII,33098,35212,0,15-Jan,,
5,0.37,YGR008C,S0003240,STF2,VII,508358,508104,0,1-255,,
5,0.4,YGR019W,S0003251,uga1,VII,525223,526638,0,1-1416,gamma-aminobutyrate (GABA) transaminase (4-aminobutyrate aminotransferase),
5,0.32,YGR043C,S0003275,,VII,581430,580429,0,1-1002,,
5,0.38,YGR142W,S0003374,,VII,772448,773680,0,1-1233,,
5,0.69,YGR206W,S0003438,,VII,910426,910731,0,1-306,,
5,0.55,YGR263C,S0003495,,VII,1019237,1017963,0,1-1275,,
5,0.52,YGR268C,S0003500,,VII,1026649,1026053,0,1-597,,
5,0.6,YHL043W,S0001035,ECM34,VIII,14899,15411,0,1-513,ExtraCellular Mutant,
5,0.43,YHL044W,S0001036,,VIII,13563,14270,0,1-708,,
5,0.35,YHR104W,S0001146,GRE3,VIII,323411,324394,0,1-984,Induced by osmotic stress\; similar to xylose reductase from other fungi,
5,0.83,YHR111W,S0001153,,VIII,333074,334396,0,1-1323,,
5,0.59,YHR112C,S0001154,,VIII,335665,334529,0,1-1137,,
5,0.51,YHR180W,S0001223,,VIII,465173,465664,0,1-492,,
5,0.52,YIL089W,S0001351,,IX,195596,196213,0,1-618,,
5,0.41,YIL113W,S0001375,,IX,150556,151185,0,1-630,,
5,0.31,YIL171W,S0001433,HXT12,IX,19515,19844,0,1-330,,
5,0.85,YJL015C,S0003552,,X,407206,406832,0,1-375,,
5,0.64,YJL052W,S0003588,TDH1,X,337967,338965,0,1-999,Glyceraldehyde-3-phosphate dehydrogenase 1,
5,0.54,YJL066C,S0003602,,X,314568,313810,0,1-759,,
5,0.42,YJL067W,S0003603,,X,313780,314130,0,1-351,,
5,0.3,YJL116C,S0003652,NCA3,X,194573,193560,0,1-1014,,
5,0.31,YJR008W,S0003768,,X,452117,453133,0,1-1017,,
5,0.44,YJR094C,S0003854,IME1,X,605342,604260,0,1-1083,meiotic gene expression\; meiosis inducing protein,
5,0.34,YJR096W,S0003857,,X,610886,611734,0,1-849,,
5,0.68,YKL026C,S0001509,,XI,389524,389021,0,1-504,,
5,0.46,YKR076W,S0001784,ECM4,XI,581922,583034,0,1-1113,ExtraCellular Mutant,
5,0.55,YKR106w,S0001814,,XI,661074,662921,0,1-1848,,
5,0.77,YLL024c,S0003947,SSA2,XII,97484,95565,0,20-Jan,member of 70 kDa heat shock protein family,
5,0.23,YLL026w,S0003949,hsp104,XII,88622,91348,0,27-Jan,heat shock protein 104,
5,0.4,YLR031w,S0004021,,XII,204226,204786,0,1-561,,
5,0.46,YLR070c,S0004060,,XII,275212,274142,0,1-1071,,
5,0.36,YLR080w,S0004070,,XII,287917,289251,0,1-1335,,
5,0.62,YLR109w,S0004099,,XII,368782,369312,0,1-531,,
5,0.95,YLR127c,S0004117,APC2,XII,398320,395759,0,Jan-62,subunit of the anaphase promoting complex (APC),
5,0.55,YLR128w,S0004118,,XII,398531,399434,1,"1-3, 98-904",,
5,0.21,YLR178C,S0004168,tfs1,XII,513823,513164,0,1-660,suppressor of cdc25,
5,0.39,YLR251W,S0004241,,XII,641464,642057,0,1-594,,
5,0.39,YLR252W,S0004242,,XII,641957,642262,0,1-306,,
5,0.8,YLR266C,S0004256,,XII,677724,675619,0,6-Jan,,
5,0.72,YLR273C,S0004263,PIG1,XII,691029,689083,0,Jan-47,"Protein similar to Gac1p, a putative type 1 protein phosphatase targeting subunit",
5,0.73,YLR312C,S0004303,,XII,758833,757637,0,1-1197,,
5,0.84,YLR338W,S0004330,,XII,804345,805202,0,1-858,,
5,0.45,YLR346C,S0004338,,XII,822591,822286,0,1-306,,
5,0.43,YML054C,S0004518,cyb2,XIII,167308,165533,0,1-1776,Cytochrome b2 [L--lactate cytochrome-c oxidoreductase],
5,0.81,YML095C,S0004560,rad10,XIII,82113,81481,0,1-633,,
5,0.43,YML100W,S0004566,tsl1,XIII,70624,73920,0,Jan-97,123 kD regulatory subunit of trehalose-6-phosphate synthase\/phosphatase complex\; homologous to TPS3 gene product,
5,0.47,YML128C,S0004597,,XIII,16677,15136,0,1-1542,,
5,0.48,YML130C,S0004599,ERO1,XIII,13175,11484,0,1-1692,,
5,0.76,YML131W,S0004600,,XIII,10199,11296,0,1-1098,,
5,0.42,YMR034C,S0004637,,XIII,340721,339417,0,1-1305,,
5,0.6,YMR035W,S0004638,imp2,XIII,341141,341674,0,1-534,Inner membrane protease (mitochondrial protein),
5,0.27,YMR040W,S0004643,,XIII,350380,350862,0,1-483,,
5,0.54,YMR105C,S0004711,pgm2,XIII,477605,475896,0,1-1710,Phosphoglucomutase,
5,0.54,YMR133W,S0004740,REC114,XIII,536206,537513,0,1-1308,mRNA is induced early in sporulation,
5,0.7,YMR166C,S0004776,,XIII,594472,593366,0,1-1107,,
5,0.36,YMR170C,S0004780,ALD2,XIII,603081,601561,0,1-1521,"aldehyde dehydrogenase, (NAD(P)+), likely cytosolic",
5,0.64,YMR232W,S0004845,fus2,XIII,736925,738958,0,Jan-34,,
5,0.35,YMR250W,S0004862,,XIII,770800,772557,0,1-1758,,
5,0.46,YMR262W,S0004875,,XIII,793725,794666,0,1-942,,
5,0.58,YMR271C,S0004884,URA10,XIII,807548,806865,0,1-684,Orotate phosphoribosyltransferase 2,
5,0.42,YNL007C,S0004952,sis1,XIV,619564,618506,0,1-1059,"sit4 suppressor, dnaJ homolog",
5,0.41,YNL063W,S0005007,,XIV,507756,508700,0,1-945,,
5,0.48,YNL092W,S0005036,,XIV,450870,452072,0,1-1203,,
5,0.69,YNL106C,S0005050,INP52,XIV,424494,420943,0,Jan-52,inositol polyphosphate 5-phosphatase,
5,0.52,YNL134C,S0005078,,XIV,373580,372450,0,1-1131,,
5,0.57,YNL194C,S0005138,,XIV,273611,272706,0,1-906,,
5,0.4,YNL203C,S0005147,,XIV,260047,259436,0,1-612,,
5,0.74,YNL211C,S0005155,,XIV,250314,250054,0,1-261,,
5,0.41,YNL237W,S0005181,YTP1,XIV,205187,206566,0,1-1380,,
5,0.5,YNL242W,S0005186,,XIV,191323,196101,0,Jan-79,,
5,0.37,YNL274C,S0005218,,XIV,122168,121116,0,1-1053,,
5,0.8,YNL335W,S0005279,,XIV,11452,12129,0,1-678,,
5,0.45,YOL053C-A,S0005413,DDR2,XV,231753,231568,0,1-186,,
5,0.4,YOL055C,S0005416,,XV,226073,224418,0,1-1656,,
5,0.33,YOL083W,S0005443,,XV,165713,166951,0,1-1239,,
5,0.57,YOL152W,S0005512,FRE7,XV,40747,42636,0,1-1890,,
5,0.46,YOL156W,S0005516,HXT11,XV,25272,26975,0,1-1704,Glucose permease,
5,0.41,YOR005C,S0005531,DNL4,XV,337343,334509,0,Jan-35,ATP dependent DNA ligase,
5,0.38,YOR027W,S0005553,STI1,XV,381052,382821,0,1-1770,Heat shock protein also induced by canavanine and entry into stationary phase,
5,0.34,YOR040W,S0005566,GLO4,XV,407063,407920,0,1-858,Mitochondrial glyoxylase-II,
5,0.72,YOR054C,S0005580,,XV,429858,427834,0,25-Jan,,
5,0.3,YOR120W,S0005646,GCY1,XV,551112,552050,0,1-939,Similar to mammalian aldo\/keto reductases,
5,0.25,YOR121C,S0005647,,XV,552101,551796,0,1-306,,
5,0.48,YOR134W,S0005660,BAG7,XV,578562,579791,0,1-1230,GTPase activating protein (GAP),
5,0.31,YOR173W,S0005699,,XV,657130,658323,0,1-1194,,
5,0.54,YOR177C,S0005703,,XV,667177,665783,0,1-1395,,
5,0.53,YOR185C,S0005711,gsp2,XV,682104,681442,0,1-663,"GTP binding protein, almost identical to Gsp1p",
5,0.29,YOR358W,S0005885,HAP5,XV,1010153,1010881,0,1-729,"Component, along with Hap2p and Hap3p, of CCAAT-binding transcription factor",
5,0.76,YPL152W,S0006073,RRD2,XVI,265027,266103,0,1-1077,Resistant to Rapamycin Deletion 2,
5,0.48,YPL186C,S0006107,,XVI,195425,194511,0,1-915,,
5,0.27,YPL240C,S0006161,hsp82,XVI,98625,96496,0,30-Jan,heat shock protein,
5,0.3,YPL247C,S0006168,,XVI,84196,82625,0,1-1572,,
5,0.52,YPR026W,S0006230,ATH1,XVI,615374,619009,0,Jan-36,,
5,0.37,YPR123C,S0006327,,XVI,786570,786136,0,1-435,,
5,0.45,YPR124W,S0006328,ctr1,XVI,786203,787423,0,1-1221,"High affinity copper transporter into the cell, probable integral membrane protein",
5,0.41,YPR150W,S0006354,,XVI,830994,831515,0,1-522,,
5,0.36,YPR151C,S0006355,,XVI,831670,831050,0,1-621,,
6,0.71,YDL012c,S0002170,,IV,431558,431149,1,"1-45, 132-410",,
6,0.69,YER074w,S0000876,RPS24A,V,306319,307192,1,"1-3, 470-874",40S ribosomal protein S24A,
6,0.82,YFL005W,S0001889,sec4,VI,130328,130975,0,1-648,Ras-like small GTP-binding protein,
6,0.92,YFL018C,S0001876,LPD1,VI,103121,101622,0,1-1500,dihydrolipoamide dehydrogenase precursor (mature protein is the E3 component of alpha-ketoacid dehydrogenase complexes),
6,0.79,YGR082W,S0003314,TOM20,VII,644038,644589,0,1-552,20 kDa mitochondrial outer membrane protein import receptor,
6,0.71,YML056C,S0004520,,XIII,164176,162194,1,"1-460, 869-1983",,
6,0.82,YMR108W,S0004714,ilv2,XIII,484083,486146,0,Jan-64,acetolactate synthase,
6,0.65,YMR143W,S0004751,RPS16A,XIII,552282,552902,1,"1-24, 214-621",Ribosomal protein S16A (rp61R),
6,0.54,YMR236W,S0004849,TAF17,XIII,742970,743443,0,1-474,TFIID subunit,
6,0.66,YMR251W,S0004863,,XIII,772914,774014,0,1-1101,,
6,0.45,YMR255W,S0004868,,XIII,778000,778566,0,1-567,,
6,0.52,YMR263W,S0004876,,XIII,794918,795523,0,1-606,,
6,0.81,YMR270C,S0004883,RRN9,XIII,806423,805326,0,1-1098,Upstream activation factor subunit,
6,0.56,YMR286w,S0004899,MRPL33,XIII,841942,842202,0,1-261,Mitochondrial ribosomal protein MRPL33 (YmL33) (E. coli L30),
6,0.55,YMR294W,S0004908,JNM1,XIII,856966,858087,0,1-1122,Coiled-coil domain protein required for proper nuclear migration during mitosis (but not during conjugation),
6,0.54,YMR295C,S0004910,,XIII,858890,858297,0,1-594,,
6,0.82,YMR306W,S0004923,FKS3,XIII,881159,886516,0,Jan-58,Protein with similarity to Gls1p and Gls2p (GB:Z49212),
6,0.43,YNL004W,S0004949,HRB1,XIV,623331,624620,0,1-1290,hypothetical RNA-binding protein,
6,0.55,YNL016W,S0004961,PUB1,XIV,602905,604266,0,1-1362,poly(A)+ RNA-binding protein,
6,0.57,YNL041C,S0004986,,XIV,551985,549466,0,20-Jan,,
6,0.39,YNL043C,S0004988,,XIV,545907,545587,0,1-321,,
6,0.71,YNL047C,S0004992,,XIV,541879,539909,0,Jan-71,,
6,0.6,YNL071W,S0005015,LAT1,XIV,491522,492970,0,1-1449,Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex,
6,0.47,YNL079C,S0005023,TPM1,XIV,479164,478565,0,1-600,tropomyosin I,
6,0.48,YNL084C,S0005028,END3,XIV,471101,470052,0,1-1050,Protein necessary for internalization of alpha-factor receptor when bound to ligand,
6,0.55,YNL096C,S0005040,RPS7B,XIV,444314,443397,1,"1-144, 490-918",Ribosomal protein S7B (rp30),
6,0.8,YNL097C,S0005041,PHO23,XIV,442357,441365,0,1-993,,
6,0.77,YNL110C,S0005054,,XIV,418487,417825,0,1-663,,
6,0.71,YNL113W,S0005057,rpc19,XIV,412770,413198,0,1-429,subunit common to RNA polymerases I (A) and III (C),
6,0.57,YNL136W,S0005080,,XIV,370367,371644,0,1-1278,,
6,0.49,YNL149C,S0005093,,XIV,349755,349366,0,1-390,,
6,0.45,YNL154C,S0005098,yck2,XIV,345275,343635,0,1-1641,membrane-bound casein kinase I homolog,
6,0.65,YNL164C,S0005108,,XIV,326319,325264,0,1-1056,,
6,0.62,YNL199C,S0005143,GCR2,XIV,266527,264923,0,1-1605,Activates transcription of glycolytic genes\; homologous to GCR1\; may function in complex with Gcr2p,
6,0.67,YNL209W,S0005153,SSB2,XIV,252058,253899,0,1-1842,"Heat shock protein of HSP70 family, homolog of SSB1",
6,0.65,YNL215W,S0005159,,XIV,244467,245429,0,1-963,,
6,0.79,YNL219C,S0005163,ALG9,XIV,237662,235995,0,1-1668,mannosyltransferase,
6,0.52,YNL243W,S0005187,SLA2,XIV,188050,190956,0,7-Jan,transmembrane protein,
6,0.84,YNL278W,S0005222,,XIV,113269,116451,0,Jan-83,,
6,0.5,YNL294C,S0005238,,XIV,80258,78657,0,1-1602,,
6,0.56,YNL314W,S0005258,DAL82,XIV,44446,45213,0,1-768,positive regulator of allophanate inducible genes,
6,0.67,YNL328C,S0005272,MDJ2,XIV,23274,22834,0,1-441,,
6,0.57,YNL329C,S0005273,PEX6,XIV,22633,19541,0,Jan-93,Member of the AAA-protein family that includes NSFp and PEX1p,
6,0.5,YNL336W,S0005280,COS1,XIV,8330,9475,0,1-1146,"Protein with similarity to subtelomerically-encoded proteins such as Cos5p, Ybr302p, Cos3p, Cos1p, Cos4p, Cos8p, Cos6p, Cos9p",
6,0.69,YNL339C,S0005283,,XIV,6098,371,1,"1-19, 168-5728",,
6,0.72,YNR006W,S0005289,VPS27,XIV,636985,638853,0,1-1869,hydrophilic protein\; has cysteine rich putative zinc finger esential for function,
6,0.73,YNR018W,S0005301,,XIV,664269,664943,0,1-675,,
6,0.57,YNR022C,S0005305,,XIV,670192,669773,0,1-420,,
6,0.63,YNR046W,S0005329,,XIV,707787,708194,0,1-408,,
6,0.44,YNR049C,S0005332,MSO1,XIV,713654,713022,0,1-633,"small hydrophilic protein, enriched in microsomal membrane fraction, interacts with Sec1p",
6,0.67,YNR051C,S0005334,,XIV,718326,716779,0,1-1548,,
6,0.83,YNR058W,S0005341,BIO3,XIV,734288,735730,0,1-1443,"7,8-diamino-pelargonic acid aminotransferase (DAPA) aminotransferase",
6,0.9,YNR062C,S0005345,,XIV,745340,744357,0,1-984,,
6,0.6,YNR065C,S0005348,,XIV,753697,750347,0,Jan-51,,
6,0.94,YOL013C,S0005373,HRD1,XV,303035,301380,0,1-1656,,
6,0.64,YOL026C,S0005386,,XV,274353,274012,0,1-342,,
6,0.85,YOL027C,S0005387,,XV,273724,272003,0,1-1722,,
6,0.64,YOL036W,S0005396,,XV,256743,259028,0,Jan-86,,
6,0.42,YOL039W,S0005399,RPP2A,XV,254295,254615,0,1-321,60S acidic ribosomal protein P2A (L44) (A2) (YP2alpha),
6,0.58,YOL040C,S0005400,RPS15,XV,253575,253147,0,1-429,40S ribosomal protein S15 (S21) (rp52) (RIG protein),
6,0.6,YOL108C,S0005468,INO4,XV,111885,111430,0,1-456,Transcription factor involved in activation of phospholipid synthetic genes,
6,0.68,YOL164W,S0005524,,XV,6175,8115,0,Jan-41,,
6,0.63,YOR078W,S0005604,,XV,472725,473369,0,1-645,,
6,0.37,YOR089C,S0005615,vps21,XV,490827,490195,0,1-633,small GTP-binding protein\; geranylgeranylated\; geranylgeranylation required for membrane association\; also involved in endocytosis post vesicle internalization,
6,0.74,YOR098C,S0005624,nup1,XV,511176,507946,0,31-Jan,nuclear pore complex protein,
6,0.67,YOR102W,S0005628,,XV,516421,516771,0,1-351,,
6,0.72,YOR109W,S0005635,INP53,XV,525276,528599,0,24-Jan,inositol polyphosphate 5-phosphatase,
6,0.54,YOR123C,S0005649,LEO1,XV,554568,553174,0,1-1395,,
6,0.7,YOR140W,S0005666,SFL1,XV,586979,589279,0,1-Jan,Transcription factor,
6,0.98,YOR172W,S0005698,,XV,654208,656568,0,Jan-61,,
6,0.62,YOR189W,S0005715,,XV,689622,689972,0,1-351,,
6,0.64,YOR201C,S0005727,pet56,XV,721706,720468,0,1-1239,Ribose methyltransferase for mitochondrial 21S rRNA,
6,0.65,YOR224C,S0005750,rpb8,XV,761263,760823,0,1-441,"16-kDa RNA polymerase subunit (common to polymerases I, II and III)",
6,0.63,YOR236W,S0005762,dfr1,XV,780904,781539,0,1-636,dihydrofolate reductase,
6,0.74,YOR265W,S0005791,RBL2,XV,820449,820769,0,1-321,Binds to beta-tubulin and may participate in microtubule morphogenesis,
6,0.69,YOR293W,S0005819,RPS10A,XV,867093,867847,1,"1-52, 490-755",Ribosomal protein S10A,
6,0.88,YOR304W,S0005831,ISW2,XV,884506,887868,0,Jan-63,has strong homology to Drosophila ISWI,
6,0.57,YOR362C,S0005889,PRE10,XV,1018738,1017872,0,1-867,proteasome component YC1 (protease yscE subunit 1),
6,0.62,YPL009C,S0005930,,XVI,538931,535815,0,17-Jan,,
6,0.61,YPL013C,S0005934,,XVI,529345,528980,0,1-366,,
6,0.56,YPL020C,S0005941,,XVI,514174,512309,0,1-1866,,
6,0.71,YPL042C,S0005963,ssn3,XVI,474702,473035,0,1-1668,a cyclin(SSN8)-dependent serine\/threonine protein kinase,
6,0.47,YPL047W,S0005968,,XVI,465957,466256,0,1-300,,
6,0.71,YPL077C,S0005998,,XVI,410085,409363,0,1-723,,
6,0.47,YPL081W,S0006002,RPS9A,XVI,404945,406039,1,"1-7, 509-1095",Ribosomal protein S9A (S13) (rp21) (YS11),
6,0.66,YPL098C,S0006019,,XVI,364722,364381,0,1-342,,
6,0.63,YPL113C,S0006034,,XVI,337142,335952,0,1-1191,,
6,0.58,YPL198W,S0006119,RPL7B,XVI,173151,174701,2,"1-11, 421-514, 922-1551",Ribosomal protein L7B (L6B) (rp11) (YL8),
6,0.55,YPL204W,S0006125,HRR25,XVI,164275,165759,0,1-1485,casein kinase I isoform,
6,0.62,YPL212C,S0006133,PUS1,XVI,153148,151514,0,1-1635,intranuclear protein which exhibits a nucleotide-specific intron-dependent tRNA pseudouridine synthase activity,
6,0.67,YPL226W,S0006147,,XVI,121767,125357,0,Jan-91,,
6,0.54,YPL229W,S0006150,,XVI,117067,117687,0,1-621,,
6,0.7,YPL232W,S0006153,SSO1,XVI,107275,108147,0,1-873,,
6,0.68,YPL263C,S0006184,KEL3,XVI,46506,44551,0,Jan-56,,
6,0.59,YPL268W,S0006189,plc1,XVI,35236,37845,0,10-Jan,phosphoinositide-specific phospholipase C,
6,0.63,YPR011C,S0006215,,XVI,584037,583057,0,1-981,,
6,0.43,YPR052C,S0006256,NHP6A,XVI,665969,665688,0,1-282,11-kDa nonhistone chromosomal protein,
6,0.46,YPR053C,S0006257,,XVI,666238,665783,0,1-456,,
6,0.74,YPR063C,S0006267,,XVI,678315,677807,1,"1-41, 128-509",,
6,0.6,YPR075C,S0006279,OPY2,XVI,696814,695732,0,1-1083,,
6,0.38,YPR088C,S0006292,,XVI,713024,711399,0,1-1626,,
6,0.52,YPR113W,S0006317,PIS1,XVI,752254,752916,0,1-663,phosphatidylinositol synthase,
6,0.52,YPR148C,S0006352,,XVI,828135,826828,0,1-1308,,
6,0.57,YPR173C,S0006377,VPS4,XVI,887832,886519,0,1-1314,defective in vacuolar protein sorting,
7,0.56,YAL022C,S0000020,FUN26,I,110434,108881,0,1-1554,,
7,0.78,YAL040C,S0000038,cln3,I,67527,65785,0,1-1743,G(sub)1 cyclin,
7,0.45,YAR018C,S0000071,KIN3,I,171699,170392,0,1-1308,protein kinase,
7,0.74,YBL023c,S0000119,mcm2,II,177485,174879,0,7-Jan,,
7,0.85,YBR029c,S0000233,CDS1,II,297698,296325,0,1-1374,"CDP-diacylglycerol synthase, CTP-phosphatidic acid cytidylyltransferase, CDP-diglyceride synthetase",
7,0.35,YBR038w,S0000242,CHS2,II,311853,314744,0,Jan-92,chitin synthase 2,
